state,agr.r1,agr.r1.lb,agr.r1.ub,agr.r2,agr.r2.lb,agr.r2.ub,agr.rt.cl,agr.rt.cl.lb,agr.rt.cl.ub,agr.tr.cl,agr.tr.cl.lb,agr.tr.cl.ub,agr.st,agr.st.lb,agr.st.ub,agr.ri,agr.ri.lb,agr.ri.ub,agr.samplesize,cns.r1,cns.r1.lb,cns.r1.ub,cns.r2,cns.r2.lb,cns.r2.ub,cns.rt.cl,cns.rt.cl.lb,cns.rt.cl.ub,cns.tr.cl,cns.tr.cl.lb,cns.tr.cl.ub,cns.st,cns.st.lb,cns.st.ub,cns.ri,cns.ri.lb,cns.ri.ub,cns.samplesize,ext.r1,ext.r1.lb,ext.r1.ub,ext.r2,ext.r2.lb,ext.r2.ub,ext.rt.cl,ext.rt.cl.lb,ext.rt.cl.ub,ext.tr.cl,ext.tr.cl.lb,ext.tr.cl.ub,ext.st,ext.st.lb,ext.st.ub,ext.ri,ext.ri.lb,ext.ri.ub,ext.samplesize,neu.r1,neu.r1.lb,neu.r1.ub,neu.r2,neu.r2.lb,neu.r2.ub,neu.rt.cl,neu.rt.cl.lb,neu.rt.cl.ub,neu.tr.cl,neu.tr.cl.lb,neu.tr.cl.ub,neu.st,neu.st.lb,neu.st.ub,neu.ri,neu.ri.lb,neu.ri.ub,neu.samplesize,opn.r1,opn.r1.lb,opn.r1.ub,opn.r2,opn.r2.lb,opn.r2.ub,opn.rt.cl,opn.rt.cl.lb,opn.rt.cl.ub,opn.tr.cl,opn.tr.cl.lb,opn.tr.cl.ub,opn.st,opn.st.lb,opn.st.ub,opn.ri,opn.ri.lb,opn.ri.ub,opn.samplesize
1,-0.14203174158533985,-0.28814873289695064,0.004085249726270945,-0.037367686238464475,-0.13891782718302711,0.06418245470609818,0.03833100935324078,-0.06067533157958192,0.13733735028606348,-0.09235479016283873,-0.24630143706781762,0.061591856742140155,0.1157271015843895,-0.032096436517266715,0.2635506396860457,0.3766030136272586,0.07229604151078206,0.6809099857437352,1605,0.12289384572807849,-0.0846298057942175,0.3304174972503745,-0.18437661833484012,-0.2991150175085883,-0.06963821916109193,-0.13951136780859097,-0.2406100979520181,-0.03841263766516384,-0.18390754802981604,-0.31755015571364587,-0.0502649403459862,0.15686214418126304,0.017987403797592838,0.29573688456493324,0.5796145952691616,0.07528576946684695,1.0839434210714762,1605,-0.1200760154758076,-0.3048937056146285,0.06474167466301331,-0.07013281111416937,-0.20981577686307407,0.06955015463473534,-0.03842531310100862,-0.16165565463010276,0.08480502842808552,-0.1624191975294306,-0.3612396398248835,0.0364012447660223,0.10385996793836466,-0.06345504748496661,0.27117498336169593,0.25030502997570137,-0.14897716520665472,0.6495872251580574,1605,-0.07764679627522945,-0.3096086811533916,0.1543150886029327,0.15006636977569882,0.043449601819361645,0.25668313773203594,0.21173171344873032,0.11492089560871793,0.3085425312887427,0.23458185986932997,0.07493025210369642,0.39423346763496353,0.09863169654834417,-0.04278041942044213,0.24004381251713044,-0.36889459157831866,-0.9531392922189263,0.21535010906228907,1605,-0.011080390136898682,-0.2373571959935584,0.21519641571976103,-0.05901679269149236,-0.20081010333777172,0.08277651795478698,-0.05759896074087252,-0.1733709061242166,0.058172984642471545,-0.13754084074839695,-0.35304146893346416,0.07795978743667029,0.05408531756280711,-0.11510249548491508,0.2232731306105293,0.35084422061025405,-0.28416275918526795,0.985851200405776,1605
2,-0.13320500180774641,-0.2851269603687243,0.018716956753231512,-0.18659244424971658,-0.4687018719571685,0.09551698345773534,-0.2910504500953248,-0.6514442440689326,0.069343343878283,-0.07262550743174626,-0.3382536634663648,0.1930026486028723,0.27073283213049304,-0.10216361179030999,0.643629276051296,0.34899035786666543,-0.35887866827528314,1.056859384008614,677,-0.1954709170943525,-0.34546613770104984,-0.04547569648765515,-7.122150098942043e-4,-0.17597094352341014,0.17454651350362174,0.027190576281939115,-0.1073691612100423,0.16175031377392052,0.07957843038114015,-0.05727050224157749,0.21642736300385781,0.04277269966143125,-0.311228596654479,0.39677399597734153,-0.01729241782862853,-0.15153330680915736,0.1169484711519003,677,-0.09358601094220939,-0.2870710224462092,0.09989900056179041,0.04200855422394154,-0.16959439877505533,0.2536115072229384,0.08659234532526537,-0.14910203939757316,0.3222867300481039,0.12532074081492886,-0.007841623849584284,0.258483105479442,0.08484046425381696,-0.11737953254523173,0.28706046105286565,-0.07093294128107229,-0.23295487381805152,0.09108899125590693,677,0.035946328732337114,-0.08927723278035052,0.16116989024502473,0.012388806919420889,-0.12934221771129165,0.1541198315501334,0.10823391189215703,-0.05869166064609403,0.2751594844304081,-0.015060710800086603,-0.11954587549772829,0.08942445389755507,0.11998097179368701,-0.10997639533675654,0.34993833892413057,-0.03216837758214301,-0.15422879980463866,0.08989204464035262,677,-0.03584326330809443,-0.23350680578920194,0.1618202791730131,0.05816382574647595,-0.0661165321324928,0.1824441836254447,0.030428925039134413,-0.10505968656631587,0.1659175366445847,-0.012844062410757265,-0.12667685007823698,0.10098872525672244,-0.16890758952713372,-0.3957038631559822,0.05788868410171477,0.004639511008170458,-0.09825256115597787,0.1075315831723188,677
3,-0.0014945278952014742,-0.08190983118365512,0.07892077539325217,0.008836643867876368,-0.049345587070781176,0.0670188748065339,0.006350587846555848,-0.05578234751626979,0.06848352320938149,-0.010723759794702298,-0.07953045845179979,0.05808293886239519,0.05248813118918027,-0.028582751190035987,0.13355901356839653,0.17541640577494233,0.11507653013563263,0.23575628141425203,4459,-0.009019002215157864,-0.0935575079915779,0.07551950356126218,-0.010986046038038476,-0.07029573461831409,0.048323642542237144,-0.012407175034192664,-0.07823677031217796,0.05342242024379263,-0.039304975277178,-0.11049376920794772,0.03188381865359171,0.07827370100982017,-0.008408453705134175,0.16495585572477453,0.126993282468166,0.06735595149393225,0.18663061344239973,4459,-0.007325075974419573,-0.09321129494055952,0.07856114299172037,0.040492663128549974,-0.018421084419787546,0.09940641067688749,-0.010443538732326436,-0.07476102586270722,0.05387394839805435,0.0180265027939071,-0.05523698715067748,0.09128999273849168,0.043055368008923185,-0.054887665518095256,0.14099840153594162,-0.013349343717877911,-0.06790115150598856,0.04120246407023274,4459,0.008945887245081382,-0.08346217691813207,0.10135395140829484,0.0422939827858198,-0.01349303557731485,0.09808100114895445,0.04662274819399268,-0.01490685090833635,0.10815234729632171,0.05712079046807683,-0.014488425769735162,0.12873000670588883,0.06728027798659346,-0.022922113785222437,0.15748266975840935,-0.03474119168087558,-0.09278059599458519,0.02329821263283402,4459,-0.022772319929073952,-0.11234984887622498,0.06680520901807707,0.0325940556204925,-0.01961664909150345,0.08480476033248845,-0.004922814445074397,-0.06817396068033983,0.05832833179019104,-0.05590619859429718,-0.12516619800376988,0.013353800815175535,0.026414583666524473,-0.05516592755830568,0.10799509489135463,0.062203090451043164,0.0079408753973303,0.11646530550475603,4459
4,-0.05620851610222002,-0.4241960300163174,0.3117789978118774,0.0846235376751425,-0.13553451078013048,0.30478158613041545,0.013532193168828756,-0.2886014952243526,0.31566588156201003,-0.04573152572816259,-0.22865945058308698,0.13719639912676182,0.27700715521592817,0.001771213216712623,0.5522430972151438,0.09078335977781038,-0.14828497477277508,0.32985169432839584,336,0.03148291793427031,-0.2978045908726593,0.36077042674119997,-0.06897609906035514,-0.2943928776651297,0.15644067954441945,-0.06614663637471921,-0.42151612780165876,0.2892228550522203,-0.16827579800996023,-0.401098319891126,0.06454672387120547,0.036071959121406004,-0.2142942993041912,0.2864382175470032,0.0576300682173787,-0.12966003059171677,0.24492016702647418,336,-0.2640237599974341,-0.6319828722007599,0.10393535220589162,-0.04575453653117688,-0.3297840101153969,0.23827493705304315,-0.23745275299654836,-0.6114600009253197,0.13655449493222307,-0.05333856673818045,-0.3425685854718824,0.23589145199552147,0.31728887928863636,-0.03997079108901976,0.6745485496662925,0.16521261116672156,-0.23269240555548346,0.5631176278889266,336,0.21993370262667747,-0.008540213513306083,0.448407618766661,0.16231069004550094,-0.0089689546422764,0.3335903347332783,0.07459693374611887,-0.16106435830663804,0.31025822579887574,0.1926462225639435,-0.039310859034944495,0.4246033041628315,0.055375383107037324,-0.2862183027294847,0.3969690689435593,-0.06891207691221662,-0.22581210286169484,0.08798794903726159,336,0.08609016414026657,-0.28677417520918735,0.45895450348972044,0.16232256673930825,-0.09031146171394112,0.4149565951925576,0.19300451682458228,-0.05833330831419457,0.44434234196335914,0.24533141897074393,-0.028358112035819522,0.5190209499773074,-0.028915044421584733,-0.27482863998770574,0.21699855114453626,-0.014849186971893719,-0.19982166880512503,0.1701232948613376,336
5,0.023823050920008672,-0.03274680763268075,0.08039290947269809,0.006284773963550274,-0.03095551665592977,0.04352506458303032,-4.5277178854130157e-4,-0.04074650652193014,0.03984096294484754,0.007311095980045142,-0.03338054285055728,0.04800273481064757,0.1954611835801242,0.13609418139342658,0.2548281857668218,0.21413138469234347,0.17012308324561531,0.2581396861390716,9968,-0.0945145259835282,-0.15189971269403124,-0.037129339273025176,0.03205169052413276,-0.007900979166678793,0.07200436021494432,-0.024796682186174226,-0.07055312974714456,0.020959765374796113,-0.014421144815708517,-0.05793600919155841,0.029093719560141378,0.21960460516329255,0.15276358257369116,0.28644562775289395,0.14253005573946667,0.09525181466307392,0.18980829681585942,9968,-0.05292074807125617,-0.10966220841132532,0.003820712268812969,0.024712052170992704,-0.01315213370970563,0.06257623805169103,0.00295572707438162,-0.03731458559349229,0.04322603974225553,0.01167999904090471,-0.031221125844038616,0.05458112392584804,0.12227325444959865,0.0687645529579895,0.17578195594120782,-0.018655265211680008,-0.05355710618269045,0.01624657575933044,9968,0.05201454713577286,-0.004957305398961824,0.10898639967050755,0.002356875363186816,-0.03802841499446077,0.042742165720834405,0.0457304306966932,0.002618414023200145,0.08884244737018625,0.02428188895262808,-0.019122366799812378,0.06768614470506853,0.1404810356602735,0.07953915685185313,0.20142291446869387,-0.015225225320312239,-0.05631601158499139,0.025865560944366914,9968,-0.043514033836612495,-0.10349443344253992,0.016466365769314928,0.04201810522960603,0.004226150375228746,0.07981006008398331,-0.007311546845225185,-0.05199410663011986,0.03737101293966949,0.04460515172534618,0.0018870516533072007,0.08732325179738516,0.24064565080718803,0.1753400468847699,0.30595125472960616,0.028994008123165788,-0.014030797456524583,0.07201881370285616,9968
6,0.0500520454602136,-0.04152878670111016,0.14163287762153737,-0.03294396036655221,-0.10098476871556013,0.03509684798245571,-0.03488189629204201,-0.10323179440477806,0.03346800182069404,-0.020433681305885257,-0.0964231063226349,0.05555574371086438,0.19593932240794368,0.09910466954403638,0.292773975271851,0.23575337513372674,0.16744442184094735,0.30406232842650616,3300,0.007045933729695636,-0.09920975830350207,0.11330162576289335,0.02086746692340993,-0.052682596254797015,0.09441753010161688,0.02506354446294961,-0.05153536869610731,0.10166245762200653,0.0023598308353036538,-0.08229554512014359,0.08701520679075089,0.042016054485900796,-0.06187404100519558,0.14590614997699716,0.13920268845076073,0.07914677625179849,0.19925860064972295,3300,-0.034662079324952896,-0.14504151455818443,0.07571735590827865,0.005066218377226982,-0.06099740317331983,0.07112983992777379,-0.04919840049820286,-0.11780540863106409,0.019408607634658376,-0.0015159053222712094,-0.08679943868211053,0.08376762803756811,0.11502977835604014,0.005039161098235119,0.22502039561384515,0.019477976084603756,-0.03959493892345224,0.07855089109265975,3300,0.10681369001283438,0.009530021416567627,0.2040973586091011,-0.019139417203705218,-0.0942978335022858,0.05601899909487535,0.08759946339555065,0.018700371833534193,0.1564985549575671,0.04673205031271251,-0.03433100706446718,0.12779510768989222,0.12633286307380812,0.029139285122946557,0.22352644102466968,-0.021454369549312832,-0.08629807121593198,0.04338933211730632,3300,0.11057718378167135,0.008861897611816424,0.21229246995152629,-0.014683461239337755,-0.09107280355562027,0.06170588107694476,-0.055065141947597776,-0.13816182452098288,0.028031540625787343,-0.05050912281222919,-0.146006891659713,0.04498864603525461,0.14048717903561644,0.02925991958649364,0.25171443848473923,0.06283481415604962,-0.004717746531609016,0.13038737484370827,3300
7,0.027909753151938523,-0.0880755002217221,0.14389500652559914,0.04428502659441311,-0.02972584329935258,0.1182958964881788,0.026224895006332596,-0.048093399352790715,0.1005431893654559,0.015346872825841518,-0.07089819029070707,0.1015919359423901,0.10298844351415067,-0.009338449454291789,0.2153153364825931,0.12683600218089214,0.0364585978362795,0.21721340652550478,2081,0.10268159141899982,-0.013171102905333146,0.21853428574333278,0.12663310566211666,0.04571413212825393,0.2075520791959794,0.05657031010007698,-0.03428911896754121,0.14742973916769517,0.08665995561620016,-0.010102972991551953,0.18342288422395228,0.20487441185773803,0.080469653359953,0.32927917035552307,-0.018373169078347056,-0.15100164404167077,0.11425530588497666,2081,-0.02401707052863689,-0.13972094268065605,0.09168680162338227,0.02690288241404507,-0.05009252030844397,0.10389828513653412,-0.02729300384770049,-0.10747508042736313,0.052889072731962146,-0.02897499554200343,-0.10778227163271535,0.04983228054870849,0.1706463585008024,0.04817705654657967,0.29311566045502513,-0.044624460263957895,-0.13273020516173467,0.04348128463381889,2081,-0.10225734609176063,-0.22113620307471044,0.016621510891189198,-0.06758417794423599,-0.14477408942096656,0.009605733532494555,-0.05618573334231285,-0.1376044300739196,0.02523296338929389,-0.07381460247208217,-0.15756413534808852,0.009934930403924161,0.10854386095208567,0.0024885420015718362,0.2145991799025995,0.05247831031729357,-0.04505203407058532,0.15000865470517244,2081,-0.017966962807090155,-0.13146853793003796,0.09553461231585766,0.1587317526107301,0.07681206370102565,0.24065144152043455,0.1049660441551289,0.026318431297451886,0.1836136570128059,0.06981637322183697,-0.017395021679471257,0.1570277681231452,0.06957878519935061,-0.04981350193180475,0.18897107233050595,-0.049171537837554374,-0.13661184566140544,0.03826876998629669,2081
